domain,sparse,Id,SyncToken,CustomField,DocNumber,TxnDate,TotalAmt,ApplyTaxAfterDiscount,PrintStatus,Balance,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,TxnTaxDetail_TotalTax,CustomerRef_value,CustomerRef_name,CustomerMemo_value,BillAddr_Id,BillAddr_Line1,BillAddr_Line2,BillAddr_Line3,BillAddr_Line4,BillAddr_Lat,BillAddr_Long,BillEmail_Address,PaymentMethodRef_value,PaymentMethodRef_name,DepositToAccountRef_value,DepositToAccountRef_name
QBO,False,197,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2060,2022-07-14,385.12,False,,0,2022-07-14 00:06:32,2022-07-14 00:06:32,USD,United States Dollar,0,21,Rondonuwu Fruit and Vegi,Thank you for your business and have a great day!,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,1,Cash,46,Job Materials
QBO,False,198,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6049,2022-10-01,92.11,False,,0,2022-10-01 15:47:35,2022-10-01 15:47:35,AUD,Australian Dollar,0,34,Chadha's Consultants,Thank you for your business and have a great day!,,,,,,,,,2,Cheque,28,Disposal Fees
QBO,False,199,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8573,2022-01-23,940.22,False,Not Set,0,2022-01-23 09:58:52,2022-01-23 09:58:52,AUD,Australian Dollar,0,47,Kari Steblay,Thank you for your business and have a great day!,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,1,Cash,9,Commissions & fees
QBO,False,200,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7214,2023-02-02,170.74,False,,0,2023-02-02 08:16:16,2023-02-02 08:16:16,USD,United States Dollar,0,21,Rondonuwu Fruit and Vegi,Thank you for your business and have a great day!,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,2,Cheque,63,Job Materials
QBO,False,201,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2953,2022-06-25,338.85,False,,0,2022-06-25 04:25:59,2022-06-25 04:25:59,AUD,Australian Dollar,0,44,Jen Zaccarella,Thank you for your business and have a great day!,,,,,,,,,1,Cash,11,Insurance
QBO,False,202,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3637,2021-04-17,797.4,False,,0,2021-04-17 23:22:44,2021-04-17 23:22:44,AUD,Australian Dollar,0,36,Cheng-Cheng Lok,Thank you for your business and have a great day!,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2,Cheque,88,Unapplied Cash Bill Payment Expense
QBO,False,203,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5977,2022-09-24,787.48,False,Not Set,0,2022-09-24 16:22:05,2022-09-24 16:22:05,USD,United States Dollar,0,6,Dylan Sollfrank,Thank you for your business and have a great day!,,,,,,,,,1,Cash,26,Other Portfolio Income
QBO,False,204,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7194,2023-11-10,970.83,False,,0,2023-11-10 11:30:06,2023-11-10 11:30:06,AUD,Australian Dollar,0,53,Oxon Insurance Agency,Thank you for your business and have a great day!,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,Cheque,35,Checking
QBO,False,205,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6114,2021-05-13,573.73,False,,0,2021-05-13 14:07:14,2021-05-13 14:07:14,USD,United States Dollar,0,13,John Melton,Thank you for your business and have a great day!,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2,Cheque,5,Fees Billed
QBO,False,206,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8399,2022-06-02,589.56,False,Not Set,0,2022-06-02 06:36:16,2022-06-02 06:36:16,AUD,Australian Dollar,0,55,Oxon Insurance Agency:Oxon -- Holiday Party,Thank you for your business and have a great day!,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,2,Cheque,51,Labor
QBO,False,207,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3278,2021-12-22,46.19,False,,0,2021-12-22 16:41:10,2021-12-22 16:41:10,USD,United States Dollar,0,31,Alex Blakey,Thank you for your business and have a great day!,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,2,Cheque,54,Pest Control Services
QBO,False,208,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9799,2022-10-04,572.22,False,Not Set,0,2022-10-04 13:09:19,2022-10-04 13:09:19,AUD,Australian Dollar,0,37,Clement's Cleaners,Thank you for your business and have a great day!,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2,Cheque,24,Utilities
QBO,False,209,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1401,2022-11-21,44.8,False,,0,2022-11-21 11:43:36,2022-11-21 11:43:36,AUD,Australian Dollar,0,56,Rob deMontarnal,Thank you for your business and have a great day!,,,,,,,,,1,Cash,5,Fees Billed
QBO,False,210,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6617,2023-04-13,146.25,False,,0,2023-04-13 08:53:20,2023-04-13 08:53:20,USD,United States Dollar,0,4,Diego Rodriguez,Thank you for your business and have a great day!,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,Cash,7,Advertising
QBO,False,211,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3812,2022-09-14,948.39,False,,0,2022-09-14 12:33:17,2022-09-14 12:33:17,AUD,Australian Dollar,0,33,Cathy Quon,Thank you for your business and have a great day!,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,Cheque,71,Lawyer
QBO,False,212,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4241,2022-03-14,148.35,False,,0,2022-03-14 00:45:37,2022-03-14 00:45:37,USD,United States Dollar,0,27,Video Games by Dan,Thank you for your business and have a great day!,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,2,Cheque,17,Rent or Lease
QBO,False,213,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4706,2023-08-16,720.63,False,,0,2023-08-16 14:23:33,2023-08-16 14:23:33,AUD,Australian Dollar,0,53,Oxon Insurance Agency,Thank you for your business and have a great day!,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,Cheque,68,Permits
QBO,False,214,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1253,2023-05-31,815.26,False,,0,2023-05-31 00:17:22,2023-05-31 00:17:22,AUD,Australian Dollar,0,48,Karna Nisewaner,Thank you for your business and have a great day!,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,2,Cheque,63,Job Materials
QBO,False,215,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6344,2021-05-31,730.6,False,,0,2021-05-31 00:22:02,2021-05-31 00:22:02,USD,United States Dollar,0,17,Mark Cho,Thank you for your business and have a great day!,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,1,Cash,75,Equipment Repairs
QBO,False,216,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9607,2022-02-13,196.83,False,Not Set,0,2022-02-13 02:35:07,2022-02-13 02:35:07,AUD,Australian Dollar,0,46,Justine Outland,Thank you for your business and have a great day!,,,,,,,,,1,Cash,82,Design income
QBO,False,217,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7941,2022-11-05,855.51,False,,0,2022-11-05 00:01:11,2022-11-05 00:01:11,USD,United States Dollar,0,16,Kookies by Kathy,Thank you for your business and have a great day!,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,2,Cheque,41,Mastercard
QBO,False,218,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5800,2021-12-24,413.48,False,Not Set,0,2021-12-24 23:31:26,2021-12-24 23:31:26,AUD,Australian Dollar,0,43,Jacint Tumacder,Thank you for your business and have a great day!,,,,,,,,,1,Cash,35,Checking
QBO,False,219,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9194,2023-09-13,271.95,False,Not Set,0,2023-09-13 05:49:12,2023-09-13 05:49:12,AUD,Australian Dollar,0,55,Oxon Insurance Agency:Oxon -- Holiday Party,Thank you for your business and have a great day!,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,1,Cash,87,Unapplied Cash Payment Income
QBO,False,220,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1941,2021-02-03,379.96,False,,0,2021-02-03 20:04:16,2021-02-03 20:04:16,USD,United States Dollar,0,26,Travis Waldron,Thank you for your business and have a great day!,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,2,Cheque,10,Dues & Subscriptions
QBO,False,221,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1209,2023-07-27,455.9,False,,0,2023-07-27 04:06:27,2023-07-27 04:06:27,USD,United States Dollar,0,20,Red Rock Diner,Thank you for your business and have a great day!,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,1,Cash,74,Computer Repairs
QBO,False,222,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3286,2021-02-09,871.22,False,,0,2021-02-09 14:55:10,2021-02-09 14:55:10,USD,United States Dollar,0,9,Freeman Sporting Goods:55 Twin Lane,Thank you for your business and have a great day!,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,Cash,55,Automobile
QBO,False,223,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6095,2022-02-26,249.75,False,,0,2022-02-26 12:40:06,2022-02-26 12:40:06,USD,United States Dollar,0,19,Rago Travel Agency,Thank you for your business and have a great day!,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2,Cheque,89,Arizona Dept. of Revenue Payable
QBO,False,224,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6491,2023-03-18,609.3,False,,0,2023-03-18 13:36:02,2023-03-18 13:36:02,USD,United States Dollar,0,10,Geeta Kalapatapu,Thank you for your business and have a great day!,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2,Cheque,37,Truck
QBO,False,225,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8698,2022-09-03,621.25,False,,0,2022-09-03 21:21:38,2022-09-03 21:21:38,AUD,Australian Dollar,0,56,Rob deMontarnal,Thank you for your business and have a great day!,,,,,,,,,2,Cheque,76,Gas and Electric
QBO,False,226,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5697,2023-11-28,759.68,False,,0,2023-11-28 04:09:16,2023-11-28 04:09:16,AUD,Australian Dollar,0,35,Charlie Whitehead,Thank you for your business and have a great day!,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,Cash,58,Job Expenses
QBO,False,227,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7697,2023-01-03,305.16,False,,0,2023-01-03 14:56:59,2023-01-03 14:56:59,AUD,Australian Dollar,0,44,Jen Zaccarella,Thank you for your business and have a great day!,,,,,,,,,1,Cash,88,Unapplied Cash Bill Payment Expense
QBO,False,228,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1130,2023-08-31,802.38,False,,0,2023-08-31 13:22:54,2023-08-31 13:22:54,USD,United States Dollar,0,3,Cool Cars,Thank you for your business and have a great day!,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,Cash,21,Taxes & Licenses
QBO,False,229,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2746,2021-12-22,278.38,False,Not Set,0,2021-12-22 12:47:17,2021-12-22 12:47:17,USD,United States Dollar,0,4,Diego Rodriguez,Thank you for your business and have a great day!,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,Cheque,31,Uncategorized Expense
QBO,False,230,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6627,2021-11-23,851.53,False,Not Set,0,2021-11-23 18:18:30,2021-11-23 18:18:30,USD,United States Dollar,0,15,Pye's Cakes,Thank you for your business and have a great day!,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,1,Cash,73,Building Repairs
QBO,False,231,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8594,2023-03-09,659.8,False,Not Set,0,2023-03-09 15:12:44,2023-03-09 15:12:44,AUD,Australian Dollar,0,48,Karna Nisewaner,Thank you for your business and have a great day!,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,1,Cash,43,Loan Payable
QBO,False,232,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1128,2021-06-01,408.44,False,Not Set,0,2021-06-01 04:06:34,2021-06-01 04:06:34,AUD,Australian Dollar,0,52,Nadia Phillipchuk,Thank you for your business and have a great day!,,,,,,,,,1,Cash,30,Uncategorized Income
QBO,False,233,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3456,2023-02-20,205.13,False,Not Set,0,2023-02-20 12:44:56,2023-02-20 12:44:56,USD,United States Dollar,0,18,Paulsen Medical Supplies,Thank you for your business and have a great day!,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,2,Cheque,50,Sprinklers and Drip Systems
QBO,False,234,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6553,2023-09-14,901.39,False,Not Set,0,2023-09-14 07:17:38,2023-09-14 07:17:38,USD,United States Dollar,0,24,Sonnenschein Family Store,Thank you for your business and have a great day!,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,1,Cash,4,Undeposited Funds
QBO,False,235,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5987,2021-09-22,799.46,False,Not Set,0,2021-09-22 09:28:22,2021-09-22 09:28:22,USD,United States Dollar,0,13,John Melton,Thank you for your business and have a great day!,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1,Cash,6,Refunds-Allowances
QBO,False,236,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6248,2021-12-25,32.7,False,,0,2021-12-25 05:59:44,2021-12-25 05:59:44,AUD,Australian Dollar,0,32,Benjamin Yeung,Thank you for your business and have a great day!,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,Cash,17,Rent or Lease
QBO,False,237,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9137,2022-02-02,778.12,False,Not Set,0,2022-02-02 07:25:25,2022-02-02 07:25:25,USD,United States Dollar,0,7,Freeman Sporting Goods,Thank you for your business and have a great day!,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,Cash,51,Labor
QBO,False,238,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1050,2021-09-05,751.38,False,Not Set,0,2021-09-05 09:52:00,2021-09-05 09:52:00,USD,United States Dollar,0,19,Rago Travel Agency,Thank you for your business and have a great day!,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,2,Cheque,54,Pest Control Services
QBO,False,239,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8332,2023-07-06,856.2,False,,0,2023-07-06 03:14:12,2023-07-06 03:14:12,USD,United States Dollar,0,27,Video Games by Dan,Thank you for your business and have a great day!,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,2,Cheque,9,Commissions & fees
QBO,False,240,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2162,2023-05-01,207.58,False,,0,2023-05-01 12:17:59,2023-05-01 12:17:59,USD,United States Dollar,0,29,Weiskopf Consulting,Thank you for your business and have a great day!,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2,Cheque,57,Workers Compensation
QBO,False,241,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7616,2022-03-25,863.58,False,,0,2022-03-25 08:57:26,2022-03-25 08:57:26,USD,United States Dollar,0,4,Diego Rodriguez,Thank you for your business and have a great day!,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,Cheque,87,Unapplied Cash Payment Income
QBO,False,242,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7629,2021-06-16,196.5,False,Not Set,0,2021-06-16 17:53:33,2021-06-16 17:53:33,USD,United States Dollar,0,28,Wedding Planning by Whitney,Thank you for your business and have a great day!,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,2,Cheque,49,Plants and Soil
QBO,False,243,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4956,2023-05-21,464.98,False,,0,2023-05-21 05:21:29,2023-05-21 05:21:29,USD,United States Dollar,0,28,Wedding Planning by Whitney,Thank you for your business and have a great day!,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,1,Cash,4,Undeposited Funds
QBO,False,244,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9415,2022-01-13,91.71,False,Not Set,0,2022-01-13 04:28:58,2022-01-13 04:28:58,USD,United States Dollar,0,2,Bill's Windsurf Shop,Thank you for your business and have a great day!,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,Cheque,83,Other Income
QBO,False,245,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6278,2023-02-13,491.34,False,,0,2023-02-13 12:06:34,2023-02-13 12:06:34,USD,United States Dollar,0,12,Jeff's Jalopies,Thank you for your business and have a great day!,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,1,Cash,14,Miscellaneous
QBO,False,246,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9604,2022-06-29,80.12,False,,0,2022-06-29 21:38:39,2022-06-29 21:38:39,AUD,Australian Dollar,0,37,Clement's Cleaners,Thank you for your business and have a great day!,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2,Cheque,76,Gas and Electric
QBO,False,247,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2732,2022-09-11,885.41,False,,0,2022-09-11 03:16:17,2022-09-11 03:16:17,USD,United States Dollar,0,29,Weiskopf Consulting,Thank you for your business and have a great day!,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,1,Cash,86,Discounts given
QBO,False,248,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1803,2023-04-06,297.13,False,Not Set,0,2023-04-06 07:48:02,2023-04-06 07:48:02,AUD,Australian Dollar,0,48,Karna Nisewaner,Thank you for your business and have a great day!,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,2,Cheque,29,Equipment Rental
QBO,False,249,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1679,2021-04-23,671.39,False,,0,2021-04-23 20:32:49,2021-04-23 20:32:49,AUD,Australian Dollar,0,52,Nadia Phillipchuk,Thank you for your business and have a great day!,,,,,,,,,1,Cash,29,Equipment Rental
QBO,False,250,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2684,2022-10-03,815.22,False,Not Set,0,2022-10-03 03:09:55,2022-10-03 03:09:55,AUD,Australian Dollar,0,35,Charlie Whitehead,Thank you for your business and have a great day!,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,Cheque,72,Maintenance and Repair
QBO,False,251,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5933,2022-10-31,420.42,False,,0,2022-10-31 16:55:20,2022-10-31 16:55:20,USD,United States Dollar,0,1,Amy's Bird Sanctuary,Thank you for your business and have a great day!,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,Cheque,1,Services
QBO,False,252,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6589,2023-05-09,157.47,False,,0,2023-05-09 19:55:33,2023-05-09 19:55:33,AUD,Australian Dollar,0,35,Charlie Whitehead,Thank you for your business and have a great day!,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,Cash,17,Rent or Lease
QBO,False,253,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7526,2021-04-10,894.21,False,,0,2021-04-10 07:13:46,2021-04-10 07:13:46,AUD,Australian Dollar,0,33,Cathy Quon,Thank you for your business and have a great day!,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,Cash,63,Job Materials
QBO,False,254,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1831,2023-10-24,31.14,False,Not Set,0,2023-10-24 11:02:05,2023-10-24 11:02:05,AUD,Australian Dollar,0,35,Charlie Whitehead,Thank you for your business and have a great day!,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,Cash,51,Labor
QBO,False,255,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5458,2022-11-19,550.7,False,,0,2022-11-19 05:27:04,2022-11-19 05:27:04,AUD,Australian Dollar,0,46,Justine Outland,Thank you for your business and have a great day!,,,,,,,,,1,Cash,13,Meals and Entertainment
QBO,False,256,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",10000,2021-02-22,375.56,False,Not Set,0,2021-02-22 14:06:09,2021-02-22 14:06:09,AUD,Australian Dollar,0,34,Chadha's Consultants,Thank you for your business and have a great day!,,,,,,,,,1,Cash,87,Unapplied Cash Payment Income
QBO,False,257,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9670,2021-09-03,496.25,False,,0,2021-09-03 17:21:21,2021-09-03 17:21:21,AUD,Australian Dollar,0,34,Chadha's Consultants,Thank you for your business and have a great day!,,,,,,,,,2,Cheque,52,Installation
QBO,False,258,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7861,2023-01-31,690.64,False,Not Set,0,2023-01-31 12:51:44,2023-01-31 12:51:44,AUD,Australian Dollar,0,52,Nadia Phillipchuk,Thank you for your business and have a great day!,,,,,,,,,1,Cash,90,Board of Equalization Payable
QBO,False,259,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2251,2022-08-03,830.34,False,Not Set,0,2022-08-03 10:59:52,2022-08-03 10:59:52,AUD,Australian Dollar,0,55,Oxon Insurance Agency:Oxon -- Holiday Party,Thank you for your business and have a great day!,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,1,Cash,75,Equipment Repairs
QBO,False,260,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4714,2021-04-17,105.92,False,,0,2021-04-17 11:10:16,2021-04-17 11:10:16,AUD,Australian Dollar,0,47,Kari Steblay,Thank you for your business and have a great day!,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,2,Cheque,83,Other Income
QBO,False,261,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2876,2021-08-27,13.31,False,,0,2021-08-27 08:00:28,2021-08-27 08:00:28,USD,United States Dollar,0,5,Dukes Basketball Camp,Thank you for your business and have a great day!,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,Cash,87,Unapplied Cash Payment Income
QBO,False,262,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9852,2021-03-17,701.37,False,,0,2021-03-17 05:46:11,2021-03-17 05:46:11,USD,United States Dollar,0,18,Paulsen Medical Supplies,Thank you for your business and have a great day!,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,2,Cheque,58,Job Expenses
QBO,False,263,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4226,2022-12-28,689.57,False,,0,2022-12-28 09:44:49,2022-12-28 09:44:49,USD,United States Dollar,0,11,Gevelber Photography,Thank you for your business and have a great day!,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1,Cash,6,Refunds-Allowances
QBO,False,264,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5945,2021-12-27,137.81,False,,0,2021-12-27 03:26:18,2021-12-27 03:26:18,USD,United States Dollar,0,14,Kate Whelan,Thank you for your business and have a great day!,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,2,Cheque,30,Uncategorized Income
QBO,False,265,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4765,2021-11-10,117.4,False,,0,2021-11-10 13:53:35,2021-11-10 13:53:35,AUD,Australian Dollar,0,38,Ecker Designs,Thank you for your business and have a great day!,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2,Cheque,63,Job Materials
QBO,False,266,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3083,2023-06-28,834.25,False,Not Set,0,2023-06-28 03:59:26,2023-06-28 03:59:26,USD,United States Dollar,0,13,John Melton,Thank you for your business and have a great day!,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2,Cheque,17,Rent or Lease
QBO,False,267,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3803,2022-11-18,668.33,False,Not Set,0,2022-11-18 19:10:33,2022-11-18 19:10:33,AUD,Australian Dollar,0,42,Himateja Madala,Thank you for your business and have a great day!,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,2,Cheque,34,Opening Balance Equity
QBO,False,268,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8113,2023-03-23,595.42,False,Not Set,0,2023-03-23 08:06:30,2023-03-23 08:06:30,USD,United States Dollar,0,27,Video Games by Dan,Thank you for your business and have a great day!,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,2,Cheque,60,Installation
QBO,False,269,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9622,2021-10-29,818.15,False,,0,2021-10-29 01:40:09,2021-10-29 01:40:09,AUD,Australian Dollar,0,39,Froilan Rosqueta,Thank you for your business and have a great day!,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2,Cheque,90,Board of Equalization Payable
QBO,False,270,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6419,2022-06-14,682.19,False,Not Set,0,2022-06-14 00:49:34,2022-06-14 00:49:34,USD,United States Dollar,0,13,John Melton,Thank you for your business and have a great day!,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2,Cheque,40,Depreciation
QBO,False,271,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7130,2022-02-04,798.95,False,Not Set,0,2022-02-04 02:58:41,2022-02-04 02:58:41,AUD,Australian Dollar,0,45,Jordan Burgess,Thank you for your business and have a great day!,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2,Cheque,4,Undeposited Funds
