Name,SubAccount,FullyQualifiedName,Active,Classification,AccountType,AccountSubType,CurrentBalance,CurrentBalanceWithSubAccounts,domain,sparse,Id,SyncToken,CurrencyRef_value,CurrencyRef_name,MetaData_CreateTime,MetaData_LastUpdatedTime,ParentRef_value
Haematologist,False,Haematologist,True,Asset,Fixed Asset,Expense,309,309,QBO,False,254,3,USD,United States Dollar,2023-11-06 09:50:34,2023-11-06 09:50:34,
"Scientist, physiological",False,"Scientist, physiological",True,Expense,Expense,"Scientist, physiological",-436,-436,QBO,False,255,0,USD,United States Dollar,2022-11-18 02:37:13,2022-11-18 02:37:13,
Chartered public finance accountant,False,Chartered public finance accountant,True,Liability,Credit Card,Income,575,575,QBO,False,256,4,USD,United States Dollar,2021-08-21 11:54:13,2021-08-21 11:54:13,
"Conservator, furniture",False,"Conservator, furniture",True,Revenue,Income,"Conservator, furniture",747,747,QBO,False,257,1,USD,United States Dollar,2022-08-13 06:16:49,2022-08-13 06:16:49,
Estate agent,False,Estate agent,True,Revenue,Income,Estate agent,-601,-601,QBO,False,258,3,USD,United States Dollar,2021-06-01 00:11:50,2021-06-01 00:11:50,
Equality and diversity officer,False,Equality and diversity officer,True,Revenue,Income,Expense,-561,-561,QBO,False,259,5,USD,United States Dollar,2022-06-16 11:20:26,2022-06-16 11:20:26,
Race relations officer,False,Race relations officer,True,Expense,Expense,Expense,386,386,QBO,False,260,2,USD,United States Dollar,2022-11-16 11:28:51,2022-11-16 11:28:51,
Forest/woodland manager,False,Forest/woodland manager,True,Liability,Other Current Liability,Expense,632,632,QBO,False,261,1,USD,United States Dollar,2022-03-30 00:10:46,2022-03-30 00:10:46,
Museum/gallery conservator,True,Forest/woodland managerMuseum/gallery conservator,True,Expense,Expense,Museum/gallery conservator,-638,-638,QBO,False,262,5,USD,United States Dollar,2023-02-04 02:52:04,2023-02-04 02:52:04,261.0
Ophthalmologist,True,Forest/woodland managerOphthalmologist,True,Expense,Expense,Ophthalmologist,-734,-734,QBO,False,263,5,USD,United States Dollar,2022-12-23 07:35:21,2022-12-23 07:35:21,262.0
Surgeon,False,Surgeon,True,Expense,Expense,Surgeon,412,412,QBO,False,264,2,USD,United States Dollar,2023-09-08 08:42:30,2023-09-08 08:42:30,
Newspaper journalist,False,Newspaper journalist,True,Expense,Expense,Newspaper journalist,194,194,QBO,False,265,3,USD,United States Dollar,2023-12-06 02:23:58,2023-12-06 02:23:58,
"Engineer, land",False,"Engineer, land",True,Asset,Other Current Asset,"Engineer, land",237,237,QBO,False,266,3,USD,United States Dollar,2021-06-03 22:48:27,2021-06-03 22:48:27,
Writer,False,Writer,True,Liability,Other Current Liability,Expense,76,76,QBO,False,267,5,USD,United States Dollar,2023-05-10 00:03:09,2023-05-10 00:03:09,
Retail merchandiser,False,Retail merchandiser,True,Revenue,Income,Retail merchandiser,246,246,QBO,False,268,5,USD,United States Dollar,2021-10-05 17:32:20,2021-10-05 17:32:20,
Publishing rights manager,False,Publishing rights manager,True,Asset,Fixed Asset,Long Term Liability,795,795,QBO,False,269,3,USD,United States Dollar,2023-06-11 05:40:41,2023-06-11 05:40:41,
Education administrator,True,Publishing rights managerEducation administrator,True,Expense,Expense,Education administrator,751,751,QBO,False,270,1,USD,United States Dollar,2023-02-15 03:14:58,2023-02-15 03:14:58,269.0
"Engineer, building services",False,"Engineer, building services",True,Asset,Other Current Asset,"Engineer, building services",-452,-452,QBO,False,271,5,USD,United States Dollar,2021-06-03 17:08:51,2021-06-03 17:08:51,
Psychiatric nurse,False,Psychiatric nurse,True,Asset,Other Current Asset,Other Current Liability,-229,-229,QBO,False,272,2,USD,United States Dollar,2023-10-25 03:41:42,2023-10-25 03:41:42,
Chief Executive Officer,True,Psychiatric nurseChief Executive Officer,True,Asset,Other Current Asset,Chief Executive Officer,478,478,QBO,False,273,3,USD,United States Dollar,2022-11-24 21:02:23,2022-11-24 21:02:23,272.0
"Administrator, charities/voluntary organisations",True,"Psychiatric nurseAdministrator, charities/voluntary organisations",True,Expense,Expense,"Administrator, charities/voluntary organisations",-604,-604,QBO,False,274,2,USD,United States Dollar,2022-11-15 18:53:32,2022-11-15 18:53:32,273.0
Sport and exercise psychologist,False,Sport and exercise psychologist,True,Expense,Expense,Expense,-708,-708,QBO,False,275,0,USD,United States Dollar,2021-04-01 13:04:44,2021-04-01 13:04:44,
"Librarian, academic",False,"Librarian, academic",True,Expense,Expense,"Librarian, academic",292,292,QBO,False,276,1,USD,United States Dollar,2021-05-05 11:31:46,2021-05-05 11:31:46,
Personal assistant,False,Personal assistant,True,Expense,Expense,Personal assistant,-295,-295,QBO,False,277,4,USD,United States Dollar,2023-12-05 01:08:04,2023-12-05 01:08:04,
"Education officer, environmental",True,"Personal assistantEducation officer, environmental",True,Revenue,Income,"Education officer, environmental",562,562,QBO,False,278,3,USD,United States Dollar,2021-12-09 02:15:29,2021-12-09 02:15:29,277.0
Passenger transport manager,False,Passenger transport manager,True,Revenue,Income,Credit Card,-769,-769,QBO,False,279,4,USD,United States Dollar,2022-11-09 15:02:01,2022-11-09 15:02:01,
Pensions consultant,False,Pensions consultant,True,Equity,Equity,Pensions consultant,272,272,QBO,False,280,1,USD,United States Dollar,2022-05-17 08:18:30,2022-05-17 08:18:30,
Proofreader,False,Proofreader,True,Revenue,Income,Proofreader,306,306,QBO,False,281,1,USD,United States Dollar,2023-05-05 19:47:30,2023-05-05 19:47:30,
Nutritional therapist,True,ProofreaderNutritional therapist,True,Expense,Expense,Nutritional therapist,-59,-59,QBO,False,282,2,USD,United States Dollar,2021-03-19 16:39:06,2021-03-19 16:39:06,281.0
Personnel officer,False,Personnel officer,True,Expense,Expense,Equity,-144,-144,QBO,False,283,4,USD,United States Dollar,2022-12-12 01:39:08,2022-12-12 01:39:08,
Further education lecturer,False,Further education lecturer,True,Asset,Bank,Expense,341,341,QBO,False,284,2,USD,United States Dollar,2023-01-18 19:42:21,2023-01-18 19:42:21,
Lexicographer,False,Lexicographer,True,Revenue,Income,Other Expense,-321,-321,QBO,False,285,4,USD,United States Dollar,2021-04-02 03:49:48,2021-04-02 03:49:48,
Insurance claims handler,True,LexicographerInsurance claims handler,True,Expense,Expense,Insurance claims handler,-156,-156,QBO,False,286,0,USD,United States Dollar,2022-05-27 22:53:31,2022-05-27 22:53:31,285.0
"Geologist, engineering",False,"Geologist, engineering",True,Expense,Expense,"Geologist, engineering",430,430,QBO,False,287,0,USD,United States Dollar,2021-10-22 12:48:10,2021-10-22 12:48:10,
Analytical chemist,True,"Geologist, engineeringAnalytical chemist",True,Expense,Expense,Income,-459,-459,QBO,False,288,1,USD,United States Dollar,2023-07-28 18:26:46,2023-07-28 18:26:46,287.0
"Surveyor, mining",False,"Surveyor, mining",True,Revenue,Income,"Surveyor, mining",343,343,QBO,False,289,2,USD,United States Dollar,2023-11-10 15:54:03,2023-11-10 15:54:03,
Solicitor,False,Solicitor,True,Expense,Expense,Other Current Asset,-70,-70,QBO,False,290,1,USD,United States Dollar,2022-01-18 19:27:19,2022-01-18 19:27:19,
Amenity horticulturist,False,Amenity horticulturist,True,Expense,Expense,Expense,-701,-701,QBO,False,291,5,USD,United States Dollar,2023-02-13 05:00:37,2023-02-13 05:00:37,
"Engineer, building services",True,"Amenity horticulturistEngineer, building services",True,Expense,Expense,Expense,-746,-746,QBO,False,292,2,USD,United States Dollar,2023-09-06 23:19:19,2023-09-06 23:19:19,291.0
Futures trader,False,Futures trader,True,Liability,Accounts Payable,Income,734,734,QBO,False,293,0,USD,United States Dollar,2023-05-25 22:13:59,2023-05-25 22:13:59,
Mechanical engineer,False,Mechanical engineer,True,Expense,Expense,Mechanical engineer,934,934,QBO,False,294,5,USD,United States Dollar,2021-11-29 00:45:18,2021-11-29 00:45:18,
Herpetologist,False,Herpetologist,True,Expense,Expense,Income,840,840,QBO,False,295,1,USD,United States Dollar,2023-05-08 20:31:22,2023-05-08 20:31:22,
"Psychologist, clinical",False,"Psychologist, clinical",True,Revenue,Income,Expense,-240,-240,QBO,False,296,3,USD,United States Dollar,2023-06-15 23:06:11,2023-06-15 23:06:11,
"Programme researcher, broadcasting/film/video",False,"Programme researcher, broadcasting/film/video",True,Revenue,Income,"Programme researcher, broadcasting/film/video",460,460,QBO,False,297,4,USD,United States Dollar,2021-04-18 23:30:54,2021-04-18 23:30:54,
Podiatrist,True,"Programme researcher, broadcasting/film/videoPodiatrist",True,Expense,Expense,Podiatrist,794,794,QBO,False,298,3,USD,United States Dollar,2023-10-17 08:18:05,2023-10-17 08:18:05,297.0
Amenity horticulturist,False,Amenity horticulturist,True,Revenue,Income,Income,-603,-603,QBO,False,299,1,USD,United States Dollar,2021-11-11 15:47:15,2021-11-11 15:47:15,
Chiropractor,False,Chiropractor,True,Expense,Expense,Chiropractor,68,68,QBO,False,300,0,USD,United States Dollar,2023-07-05 20:18:57,2023-07-05 20:18:57,
Geophysical data processor,False,Geophysical data processor,True,Expense,Expense,Geophysical data processor,499,499,QBO,False,301,4,USD,United States Dollar,2022-06-02 10:40:40,2022-06-02 10:40:40,
"Pharmacist, community",False,"Pharmacist, community",True,Expense,Expense,Expense,-707,-707,QBO,False,302,5,USD,United States Dollar,2021-02-17 17:22:09,2021-02-17 17:22:09,
Nature conservation officer,False,Nature conservation officer,True,Expense,Expense,Expense,655,655,QBO,False,303,1,USD,United States Dollar,2021-10-07 12:10:24,2021-10-07 12:10:24,
Financial risk analyst,False,Financial risk analyst,True,Expense,Expense,Equity,287,287,QBO,False,304,4,USD,United States Dollar,2021-05-02 21:57:02,2021-05-02 21:57:02,
Health promotion specialist,False,Health promotion specialist,True,Asset,Fixed Asset,Health promotion specialist,387,387,QBO,False,305,5,USD,United States Dollar,2023-06-30 07:09:35,2023-06-30 07:09:35,
Government social research officer,True,Health promotion specialistGovernment social research officer,True,Liability,Other Current Liability,Credit Card,526,526,QBO,False,306,0,USD,United States Dollar,2022-01-28 11:24:56,2022-01-28 11:24:56,305.0
Insurance account manager,False,Insurance account manager,True,Asset,Other Current Asset,Insurance account manager,-572,-572,QBO,False,307,4,USD,United States Dollar,2021-10-21 07:24:12,2021-10-21 07:24:12,
Advertising account executive,False,Advertising account executive,True,Expense,Expense,Advertising account executive,-423,-423,QBO,False,308,0,USD,United States Dollar,2022-11-30 22:30:42,2022-11-30 22:30:42,
"Research officer, political party",False,"Research officer, political party",True,Expense,Expense,"Research officer, political party",-27,-27,QBO,False,309,2,USD,United States Dollar,2022-05-02 08:10:20,2022-05-02 08:10:20,
"Producer, television/film/video",False,"Producer, television/film/video",True,Revenue,Income,Expense,43,43,QBO,False,310,3,USD,United States Dollar,2022-08-09 21:57:53,2022-08-09 21:57:53,
"Loss adjuster, chartered",False,"Loss adjuster, chartered",True,Asset,Fixed Asset,Income,504,504,QBO,False,311,3,USD,United States Dollar,2021-07-07 01:27:45,2021-07-07 01:27:45,
"Scientist, marine",False,"Scientist, marine",True,Revenue,Income,"Scientist, marine",-43,-43,QBO,False,312,0,USD,United States Dollar,2022-10-28 18:36:13,2022-10-28 18:36:13,
International aid/development worker,False,International aid/development worker,True,Expense,Expense,Expense,-980,-980,QBO,False,313,2,USD,United States Dollar,2023-07-03 18:16:35,2023-07-03 18:16:35,
"Engineer, water",False,"Engineer, water",True,Expense,Other Expense,Credit Card,-5,-5,QBO,False,314,0,USD,United States Dollar,2021-12-13 10:38:10,2021-12-13 10:38:10,
"Teacher, secondary school",False,"Teacher, secondary school",True,Expense,Expense,Fixed Asset,-737,-737,QBO,False,315,4,USD,United States Dollar,2022-11-04 04:49:18,2022-11-04 04:49:18,
"Teacher, special educational needs",True,"Teacher, secondary schoolTeacher, special educational needs",True,Asset,Bank,"Teacher, special educational needs",-54,-54,QBO,False,316,4,USD,United States Dollar,2023-11-20 22:22:18,2023-11-20 22:22:18,315.0
"Designer, furniture",False,"Designer, furniture",True,Expense,Expense,"Designer, furniture",135,135,QBO,False,317,3,USD,United States Dollar,2021-07-07 16:54:16,2021-07-07 16:54:16,
Meteorologist,False,Meteorologist,True,Expense,Expense,Income,-748,-748,QBO,False,318,3,USD,United States Dollar,2020-12-28 18:51:50,2020-12-28 18:51:50,
Senior tax professional/tax inspector,False,Senior tax professional/tax inspector,True,Expense,Expense,Senior tax professional/tax inspector,-361,-361,QBO,False,319,1,USD,United States Dollar,2022-12-30 14:55:54,2022-12-30 14:55:54,
Consulting civil engineer,False,Consulting civil engineer,True,Asset,Other Current Asset,Credit Card,-380,-380,QBO,False,320,4,USD,United States Dollar,2023-10-02 12:00:57,2023-10-02 12:00:57,
"Administrator, Civil Service",False,"Administrator, Civil Service",True,Expense,Expense,Expense,-36,-36,QBO,False,321,3,USD,United States Dollar,2021-04-19 00:49:19,2021-04-19 00:49:19,
Magazine journalist,False,Magazine journalist,True,Expense,Expense,Magazine journalist,38,38,QBO,False,322,3,USD,United States Dollar,2022-07-31 18:37:10,2022-07-31 18:37:10,
Sport and exercise psychologist,False,Sport and exercise psychologist,True,Revenue,Income,Expense,796,796,QBO,False,323,4,USD,United States Dollar,2022-08-30 23:54:31,2022-08-30 23:54:31,
Contractor,False,Contractor,True,Revenue,Income,Contractor,-445,-445,QBO,False,324,4,USD,United States Dollar,2022-09-19 18:43:03,2022-09-19 18:43:03,
"Editor, magazine features",False,"Editor, magazine features",True,Expense,Expense,Other Current Liability,77,77,QBO,False,325,5,USD,United States Dollar,2023-06-18 16:53:29,2023-06-18 16:53:29,
Electrical engineer,False,Electrical engineer,True,Expense,Expense,Electrical engineer,-15,-15,QBO,False,326,2,USD,United States Dollar,2022-02-13 16:28:22,2022-02-13 16:28:22,
"Accountant, chartered public finance",False,"Accountant, chartered public finance",True,Revenue,Other Income,Expense,121,121,QBO,False,327,5,USD,United States Dollar,2023-08-14 21:34:24,2023-08-14 21:34:24,
Fashion designer,True,"Accountant, chartered public financeFashion designer",True,Expense,Expense,Income,290,290,QBO,False,328,0,USD,United States Dollar,2023-06-15 06:02:56,2023-06-15 06:02:56,327.0
Banker,False,Banker,True,Expense,Expense,Banker,201,201,QBO,False,329,2,USD,United States Dollar,2023-11-01 06:17:07,2023-11-01 06:17:07,
IT technical support officer,False,IT technical support officer,True,Expense,Expense,IT technical support officer,-110,-110,QBO,False,330,2,USD,United States Dollar,2023-10-15 07:10:39,2023-10-15 07:10:39,
Fine artist,False,Fine artist,True,Expense,Expense,Income,791,791,QBO,False,331,2,USD,United States Dollar,2023-08-19 16:48:26,2023-08-19 16:48:26,
Facilities manager,False,Facilities manager,True,Revenue,Income,Facilities manager,-129,-129,QBO,False,332,5,USD,United States Dollar,2022-12-26 22:35:34,2022-12-26 22:35:34,
"Surveyor, planning and development",False,"Surveyor, planning and development",True,Expense,Expense,Income,-227,-227,QBO,False,333,0,USD,United States Dollar,2022-10-29 10:52:09,2022-10-29 10:52:09,
Jewellery designer,False,Jewellery designer,True,Expense,Expense,Income,881,881,QBO,False,334,1,USD,United States Dollar,2023-06-19 06:47:54,2023-06-19 06:47:54,
"Nurse, learning disability",False,"Nurse, learning disability",True,Expense,Expense,"Nurse, learning disability",662,662,QBO,False,335,5,USD,United States Dollar,2021-05-08 21:52:46,2021-05-08 21:52:46,
"Engineer, site",True,"Nurse, learning disabilityEngineer, site",True,Revenue,Income,"Engineer, site",-33,-33,QBO,False,336,1,USD,United States Dollar,2021-10-21 18:57:03,2021-10-21 18:57:03,335.0
"Administrator, local government",False,"Administrator, local government",True,Revenue,Income,"Administrator, local government",-956,-956,QBO,False,337,1,USD,United States Dollar,2023-04-07 14:54:21,2023-04-07 14:54:21,
Operational investment banker,False,Operational investment banker,True,Revenue,Income,Expense,627,627,QBO,False,338,2,USD,United States Dollar,2023-10-11 05:01:57,2023-10-11 05:01:57,
Equality and diversity officer,False,Equality and diversity officer,True,Expense,Expense,Equality and diversity officer,449,449,QBO,False,339,1,USD,United States Dollar,2023-05-26 19:41:48,2023-05-26 19:41:48,
"Physicist, medical",False,"Physicist, medical",True,Expense,Expense,"Physicist, medical",-372,-372,QBO,False,340,1,USD,United States Dollar,2021-06-25 13:53:27,2021-06-25 13:53:27,
Horticultural consultant,False,Horticultural consultant,True,Expense,Expense,Horticultural consultant,-959,-959,QBO,False,341,5,USD,United States Dollar,2021-10-08 15:58:03,2021-10-08 15:58:03,
Psychotherapist,False,Psychotherapist,True,Expense,Expense,Psychotherapist,766,766,QBO,False,342,1,USD,United States Dollar,2021-10-04 21:41:54,2021-10-04 21:41:54,
Actuary,False,Actuary,True,Revenue,Income,Income,-892,-892,QBO,False,343,5,USD,United States Dollar,2022-02-04 15:03:21,2022-02-04 15:03:21,
"Scientist, audiological",False,"Scientist, audiological",True,Expense,Expense,Expense,656,656,QBO,False,344,4,USD,United States Dollar,2021-11-29 18:52:04,2021-11-29 18:52:04,
Health and safety adviser,True,"Scientist, audiologicalHealth and safety adviser",True,Revenue,Income,Other Current Asset,19,19,QBO,False,345,1,USD,United States Dollar,2022-08-04 16:15:39,2022-08-04 16:15:39,344.0
Agricultural consultant,False,Agricultural consultant,True,Expense,Expense,Agricultural consultant,-127,-127,QBO,False,346,3,USD,United States Dollar,2022-01-09 03:05:12,2022-01-09 03:05:12,
"Designer, industrial/product",False,"Designer, industrial/product",True,Expense,Expense,Expense,-234,-234,QBO,False,347,5,USD,United States Dollar,2021-05-24 23:32:58,2021-05-24 23:32:58,
"Journalist, newspaper",False,"Journalist, newspaper",True,Expense,Expense,Credit Card,-386,-386,QBO,False,348,1,USD,United States Dollar,2021-11-26 01:36:32,2021-11-26 01:36:32,
Dancer,True,"Journalist, newspaperDancer",True,Revenue,Income,Dancer,-817,-817,QBO,False,349,3,USD,United States Dollar,2023-04-10 10:14:44,2023-04-10 10:14:44,348.0
"Geologist, engineering",False,"Geologist, engineering",True,Expense,Expense,"Geologist, engineering",-786,-786,QBO,False,350,5,USD,United States Dollar,2023-07-01 00:22:51,2023-07-01 00:22:51,
Medical secretary,False,Medical secretary,True,Expense,Expense,Expense,833,833,QBO,False,351,4,USD,United States Dollar,2023-08-12 10:20:27,2023-08-12 10:20:27,
Tour manager,False,Tour manager,True,Revenue,Income,Tour manager,813,813,QBO,False,352,5,USD,United States Dollar,2023-07-15 12:00:21,2023-07-15 12:00:21,
"Engineer, communications",False,"Engineer, communications",True,Expense,Expense,"Engineer, communications",-170,-170,QBO,False,353,3,USD,United States Dollar,2021-08-10 18:53:56,2021-08-10 18:53:56,
Diagnostic radiographer,False,Diagnostic radiographer,True,Liability,Long Term Liability,Expense,-659,-659,QBO,False,354,3,USD,United States Dollar,2022-08-03 23:31:40,2022-08-03 23:31:40,
Broadcast journalist,True,Diagnostic radiographerBroadcast journalist,True,Expense,Expense,Expense,-853,-853,QBO,False,355,5,USD,United States Dollar,2021-05-20 10:54:52,2021-05-20 10:54:52,354.0
Trading standards officer,False,Trading standards officer,True,Expense,Other Expense,Trading standards officer,-253,-253,QBO,False,356,5,USD,United States Dollar,2023-05-03 22:14:27,2023-05-03 22:14:27,
Pension scheme manager,False,Pension scheme manager,True,Expense,Expense,Expense,-670,-670,QBO,False,357,4,USD,United States Dollar,2022-08-16 05:52:09,2022-08-16 05:52:09,
"Engineer, manufacturing",False,"Engineer, manufacturing",True,Revenue,Income,"Engineer, manufacturing",-213,-213,QBO,False,358,3,USD,United States Dollar,2022-12-21 11:19:54,2022-12-21 11:19:54,
"Administrator, arts",True,"Engineer, manufacturingAdministrator, arts",True,Expense,Expense,"Administrator, arts",319,319,QBO,False,359,3,USD,United States Dollar,2022-08-07 14:40:01,2022-08-07 14:40:01,358.0
IT consultant,False,IT consultant,True,Expense,Other Expense,Expense,643,643,QBO,False,360,0,USD,United States Dollar,2021-09-25 12:45:36,2021-09-25 12:45:36,
"Engineer, production",False,"Engineer, production",True,Liability,Long Term Liability,Expense,-100,-100,QBO,False,361,2,USD,United States Dollar,2021-07-26 23:41:28,2021-07-26 23:41:28,
"Doctor, general practice",False,"Doctor, general practice",True,Equity,Equity,"Doctor, general practice",-434,-434,QBO,False,362,3,USD,United States Dollar,2023-09-10 19:05:23,2023-09-10 19:05:23,
Tree surgeon,False,Tree surgeon,True,Expense,Expense,Expense,-916,-916,QBO,False,363,3,USD,United States Dollar,2022-03-06 17:06:10,2022-03-06 17:06:10,
Electrical engineer,True,Tree surgeonElectrical engineer,True,Revenue,Income,Electrical engineer,-374,-374,QBO,False,364,0,USD,United States Dollar,2021-06-13 19:44:39,2021-06-13 19:44:39,363.0
Dentist,False,Dentist,True,Revenue,Income,Dentist,-443,-443,QBO,False,365,1,USD,United States Dollar,2023-06-13 09:17:28,2023-06-13 09:17:28,
Chartered public finance accountant,True,DentistChartered public finance accountant,True,Revenue,Income,Chartered public finance accountant,700,700,QBO,False,366,1,USD,United States Dollar,2022-04-23 10:07:04,2022-04-23 10:07:04,365.0
Race relations officer,False,Race relations officer,True,Revenue,Income,Race relations officer,-491,-491,QBO,False,367,3,USD,United States Dollar,2021-07-13 10:56:47,2021-07-13 10:56:47,
"Embryologist, clinical",False,"Embryologist, clinical",True,Revenue,Income,Expense,-598,-598,QBO,False,368,4,USD,United States Dollar,2022-09-15 22:20:19,2022-09-15 22:20:19,
Field trials officer,True,"Embryologist, clinicalField trials officer",True,Expense,Expense,Expense,865,865,QBO,False,369,5,USD,United States Dollar,2021-06-17 09:33:41,2021-06-17 09:33:41,368.0
Petroleum engineer,True,"Embryologist, clinicalPetroleum engineer",True,Expense,Expense,Expense,-907,-907,QBO,False,370,0,USD,United States Dollar,2022-01-28 03:21:25,2022-01-28 03:21:25,369.0
Print production planner,True,"Embryologist, clinicalPrint production planner",True,Expense,Expense,Print production planner,-673,-673,QBO,False,371,3,USD,United States Dollar,2021-11-29 15:42:47,2021-11-29 15:42:47,370.0
Operational investment banker,False,Operational investment banker,True,Expense,Expense,Operational investment banker,-784,-784,QBO,False,372,3,USD,United States Dollar,2021-09-11 16:41:07,2021-09-11 16:41:07,
Geophysicist/field seismologist,False,Geophysicist/field seismologist,True,Revenue,Income,Income,954,954,QBO,False,373,1,USD,United States Dollar,2021-09-09 08:55:52,2021-09-09 08:55:52,
Oceanographer,False,Oceanographer,True,Expense,Expense,Oceanographer,231,231,QBO,False,374,5,USD,United States Dollar,2021-05-08 13:56:50,2021-05-08 13:56:50,
Systems developer,True,OceanographerSystems developer,True,Expense,Expense,Expense,141,141,QBO,False,375,2,USD,United States Dollar,2023-09-06 14:16:25,2023-09-06 14:16:25,374.0
Press sub,True,OceanographerPress sub,True,Liability,Other Current Liability,Press sub,-618,-618,QBO,False,376,5,USD,United States Dollar,2022-11-01 19:57:17,2022-11-01 19:57:17,375.0
Multimedia programmer,False,Multimedia programmer,True,Liability,Credit Card,Multimedia programmer,194,194,QBO,False,377,5,USD,United States Dollar,2021-06-01 14:30:38,2021-06-01 14:30:38,
Psychiatric nurse,False,Psychiatric nurse,True,Revenue,Income,Psychiatric nurse,-302,-302,QBO,False,378,5,USD,United States Dollar,2022-12-23 22:28:49,2022-12-23 22:28:49,
Risk manager,True,Psychiatric nurseRisk manager,True,Expense,Expense,Expense,-463,-463,QBO,False,379,1,USD,United States Dollar,2021-12-19 10:35:46,2021-12-19 10:35:46,378.0
Academic librarian,False,Academic librarian,True,Expense,Expense,Academic librarian,880,880,QBO,False,380,0,USD,United States Dollar,2021-02-28 10:11:36,2021-02-28 10:11:36,
Cartographer,False,Cartographer,True,Expense,Expense,Equity,691,691,QBO,False,381,1,USD,United States Dollar,2022-04-30 18:22:00,2022-04-30 18:22:00,
Psychiatrist,False,Psychiatrist,True,Expense,Expense,Psychiatrist,-236,-236,QBO,False,382,1,USD,United States Dollar,2022-09-21 04:10:31,2022-09-21 04:10:31,
Product designer,False,Product designer,True,Expense,Cost of Goods Sold,Product designer,-198,-198,QBO,False,383,3,USD,United States Dollar,2021-05-27 12:41:58,2021-05-27 12:41:58,
"Civil engineer, contracting",True,"Product designerCivil engineer, contracting",True,Expense,Expense,Income,224,224,QBO,False,384,3,USD,United States Dollar,2023-08-20 15:30:54,2023-08-20 15:30:54,383.0
Garment/textile technologist,True,Product designerGarment/textile technologist,True,Expense,Expense,Expense,-542,-542,QBO,False,385,2,USD,United States Dollar,2022-08-09 12:50:19,2022-08-09 12:50:19,384.0
Geoscientist,False,Geoscientist,True,Asset,Other Current Asset,Other Current Asset,495,495,QBO,False,386,0,USD,United States Dollar,2021-10-28 12:13:11,2021-10-28 12:13:11,
Contracting civil engineer,False,Contracting civil engineer,True,Expense,Expense,Accounts Receivable,-358,-358,QBO,False,387,2,USD,United States Dollar,2023-11-14 06:35:32,2023-11-14 06:35:32,
"Journalist, broadcasting",True,"Contracting civil engineerJournalist, broadcasting",True,Liability,Other Current Liability,"Journalist, broadcasting",748,748,QBO,False,388,4,USD,United States Dollar,2021-04-20 10:20:07,2021-04-20 10:20:07,387.0
"Producer, radio",False,"Producer, radio",True,Revenue,Income,Expense,-606,-606,QBO,False,389,1,USD,United States Dollar,2023-06-07 14:35:28,2023-06-07 14:35:28,
Research scientist (physical sciences),False,Research scientist (physical sciences),True,Expense,Expense,Research scientist (physical sciences),-841,-841,QBO,False,390,4,USD,United States Dollar,2023-10-03 15:28:36,2023-10-03 15:28:36,
"Therapist, music",True,"Research scientist (physical sciences)Therapist, music",True,Expense,Expense,"Therapist, music",287,287,QBO,False,391,2,USD,United States Dollar,2023-06-25 13:36:52,2023-06-25 13:36:52,390.0
Clinical molecular geneticist,False,Clinical molecular geneticist,True,Liability,Credit Card,Expense,-464,-464,QBO,False,392,2,USD,United States Dollar,2021-07-03 15:02:35,2021-07-03 15:02:35,
Technical sales engineer,False,Technical sales engineer,True,Expense,Expense,Expense,897,897,QBO,False,393,5,USD,United States Dollar,2022-01-05 19:06:47,2022-01-05 19:06:47,
Actor,True,Technical sales engineerActor,True,Asset,Fixed Asset,Bank,696,696,QBO,False,394,4,USD,United States Dollar,2021-05-26 13:56:09,2021-05-26 13:56:09,393.0
Estate manager/land agent,False,Estate manager/land agent,True,Expense,Expense,Estate manager/land agent,-576,-576,QBO,False,395,1,USD,United States Dollar,2021-03-11 07:00:57,2021-03-11 07:00:57,
Health service manager,True,Estate manager/land agentHealth service manager,True,Revenue,Income,Health service manager,-414,-414,QBO,False,396,2,USD,United States Dollar,2023-06-23 20:35:59,2023-06-23 20:35:59,395.0
Banker,True,Estate manager/land agentBanker,True,Expense,Other Expense,Banker,-639,-639,QBO,False,397,4,USD,United States Dollar,2023-07-29 00:37:08,2023-07-29 00:37:08,396.0
Economist,False,Economist,True,Expense,Expense,Economist,-559,-559,QBO,False,398,2,USD,United States Dollar,2023-05-07 08:52:47,2023-05-07 08:52:47,
"Pharmacist, community",True,"EconomistPharmacist, community",True,Expense,Expense,Expense,-36,-36,QBO,False,399,5,USD,United States Dollar,2023-04-27 04:37:05,2023-04-27 04:37:05,398.0
Energy manager,False,Energy manager,True,Expense,Expense,Expense,-113,-113,QBO,False,400,3,USD,United States Dollar,2023-01-06 11:31:31,2023-01-06 11:31:31,
Commercial horticulturist,False,Commercial horticulturist,True,Expense,Other Expense,Commercial horticulturist,-788,-788,QBO,False,401,5,USD,United States Dollar,2023-11-26 19:54:33,2023-11-26 19:54:33,
Copy,False,Copy,True,Revenue,Other Income,Expense,493,493,QBO,False,402,3,USD,United States Dollar,2021-11-26 02:20:06,2021-11-26 02:20:06,
"Teacher, primary school",False,"Teacher, primary school",True,Equity,Equity,"Teacher, primary school",367,367,QBO,False,403,0,USD,United States Dollar,2021-06-09 04:00:58,2021-06-09 04:00:58,
Wellsite geologist,False,Wellsite geologist,True,Revenue,Income,Wellsite geologist,455,455,QBO,False,404,2,USD,United States Dollar,2020-12-18 07:36:51,2020-12-18 07:36:51,
